time posx posy posz velx vely velz accx accy accz omg1 omg2 omg3 omg4 epot ecin emec 
29.20 5.34 5.00 10.01 -0.03 -0.22 0.00 -0.13 0.05 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
29.25 5.34 4.99 10.01 -0.04 -0.21 0.00 -0.13 0.05 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
29.30 5.34 4.97 10.01 -0.04 -0.21 0.00 -0.13 0.06 -0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
29.35 5.34 4.96 10.01 -0.05 -0.21 0.00 -0.13 0.06 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
29.40 5.33 4.95 10.01 -0.06 -0.20 0.00 -0.13 0.06 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
29.45 5.33 4.94 10.01 -0.06 -0.20 0.00 -0.13 0.07 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
29.50 5.33 4.93 10.01 -0.07 -0.20 0.00 -0.13 0.07 -0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
29.55 5.32 4.92 10.01 -0.07 -0.19 0.00 -0.12 0.07 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
29.60 5.32 4.92 10.01 -0.08 -0.19 0.00 -0.12 0.08 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
29.65 5.31 4.91 10.01 -0.09 -0.19 0.00 -0.12 0.08 -0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
29.70 5.31 4.90 10.01 -0.09 -0.18 0.00 -0.11 0.08 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
29.75 5.30 4.89 10.01 -0.10 -0.18 0.00 -0.11 0.08 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
29.80 5.30 4.88 10.01 -0.10 -0.17 0.00 -0.10 0.08 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
29.85 5.29 4.87 10.01 -0.11 -0.17 0.00 -0.10 0.09 0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
29.90 5.29 4.86 10.01 -0.11 -0.17 0.00 -0.10 0.08 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
29.95 5.28 4.86 10.01 -0.12 -0.16 0.00 -0.09 0.09 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
30.00 5.28 4.85 10.01 -0.12 -0.16 0.00 -0.09 0.09 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
30.05 5.27 4.84 10.01 -0.13 -0.15 0.00 -0.09 0.09 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.10 5.26 4.83 10.01 -0.13 -0.15 0.00 -0.08 0.10 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
30.15 5.26 4.83 10.01 -0.13 -0.14 0.00 -0.08 0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.20 5.25 4.82 10.01 -0.14 -0.14 0.00 -0.08 0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.25 5.24 4.81 10.01 -0.14 -0.13 0.00 -0.07 0.11 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.30 5.23 4.81 10.01 -0.15 -0.13 0.00 -0.06 0.12 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.35 5.23 4.80 10.01 -0.15 -0.12 0.00 -0.05 0.13 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.40 5.22 4.80 10.01 -0.15 -0.11 0.00 -0.04 0.14 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.45 5.21 4.79 10.01 -0.15 -0.10 -0.00 -0.03 0.16 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.50 5.20 4.79 10.01 -0.15 -0.10 -0.00 -0.01 0.17 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
30.55 5.20 4.78 10.01 -0.15 -0.09 -0.00 0.01 0.19 -0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.11 
30.60 5.19 4.78 10.01 -0.15 -0.08 -0.00 0.02 0.21 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
30.65 5.18 4.78 10.01 -0.15 -0.06 -0.00 0.03 0.23 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
30.70 5.17 4.77 10.01 -0.15 -0.05 -0.00 0.04 0.25 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
30.75 5.17 4.77 10.01 -0.14 -0.04 -0.00 0.05 0.28 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
30.80 5.16 4.77 10.01 -0.14 -0.02 -0.00 0.06 0.31 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
30.85 5.15 4.77 10.01 -0.14 -0.01 -0.00 0.06 0.33 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
30.90 5.15 4.77 10.01 -0.14 0.01 -0.00 0.06 0.35 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
30.95 5.14 4.77 10.01 -0.13 0.03 -0.00 0.07 0.37 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
31.00 5.13 4.78 10.01 -0.13 0.05 -0.00 0.06 0.39 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
31.05 5.13 4.78 10.01 -0.13 0.07 -0.00 0.06 0.41 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
31.10 5.12 4.79 10.01 -0.12 0.09 -0.00 0.06 0.42 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
31.15 5.11 4.79 10.01 -0.12 0.11 -0.00 0.06 0.43 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
31.20 5.11 4.80 10.01 -0.12 0.14 -0.00 0.06 0.44 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.11 
31.25 5.10 4.81 10.01 -0.12 0.16 -0.00 0.05 0.45 -0.00 1.56 1.36 1.56 1.76 98.09 0.02 98.11 
31.30 5.10 4.82 10.01 -0.11 0.18 -0.00 0.05 0.46 -0.00 1.56 1.36 1.56 1.76 98.09 0.02 98.12 
31.35 5.09 4.83 10.01 -0.11 0.20 -0.00 0.06 0.46 -0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.12 
31.40 5.09 4.84 10.01 -0.11 0.23 -0.00 0.06 0.47 0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.12 
31.45 5.08 4.85 10.01 -0.10 0.25 -0.00 0.07 0.47 0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
31.50 5.08 4.87 10.01 -0.10 0.27 -0.00 0.08 0.46 -0.03 1.62 1.42 1.50 1.70 98.09 0.04 98.13 
31.55 5.07 4.88 10.01 -0.10 0.30 -0.00 0.08 0.46 0.01 1.56 1.36 1.56 1.76 98.09 0.05 98.14 
31.60 5.07 4.90 10.01 -0.09 0.32 -0.00 0.10 0.46 0.01 1.76 1.56 1.36 1.56 98.09 0.06 98.14 
31.65 5.06 4.92 10.01 -0.09 0.34 -0.00 0.10 0.45 0.01 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
31.70 5.06 4.94 10.01 -0.08 0.36 -0.00 0.11 0.44 0.01 1.56 1.36 1.56 1.76 98.09 0.07 98.16 
31.75 5.06 4.96 10.01 -0.07 0.39 -0.00 0.13 0.43 0.00 1.36 1.56 1.76 1.56 98.09 0.08 98.17 
31.80 5.05 4.98 10.01 -0.07 0.41 -0.00 0.14 0.42 -0.04 1.65 1.67 1.47 1.45 98.09 0.09 98.17 
31.85 5.05 5.00 10.01 -0.06 0.43 -0.00 0.15 0.42 0.02 1.76 1.56 1.36 1.56 98.09 0.09 98.18 
31.90 5.05 5.02 10.01 -0.05 0.45 -0.00 0.16 0.41 0.01 1.56 1.36 1.56 1.76 98.09 0.10 98.19 
31.95 5.05 5.05 10.01 -0.04 0.47 -0.00 0.18 0.40 0.01 1.56 1.76 1.56 1.36 98.08 0.11 98.20 
32.00 5.05 5.07 10.01 -0.03 0.49 -0.00 0.18 0.39 0.01 1.76 1.56 1.36 1.56 98.08 0.12 98.20 
32.05 5.04 5.10 10.01 -0.02 0.51 -0.00 0.19 0.38 0.01 1.56 1.36 1.56 1.76 98.08 0.13 98.21 
32.10 5.04 5.12 10.01 -0.01 0.53 0.00 0.20 0.36 0.00 1.56 1.76 1.56 1.36 98.08 0.14 98.22 
32.15 5.04 5.15 10.01 -0.00 0.54 0.00 0.21 0.35 0.00 1.76 1.56 1.36 1.56 98.08 0.15 98.23 
32.20 5.04 5.18 10.01 0.01 0.56 0.00 0.22 0.34 0.00 1.56 1.36 1.56 1.76 98.09 0.16 98.24 
32.25 5.05 5.21 10.01 0.02 0.58 0.00 0.22 0.32 0.00 1.36 1.56 1.76 1.56 98.09 0.17 98.25 
32.30 5.05 5.24 10.01 0.03 0.59 0.00 0.24 0.31 0.00 1.56 1.76 1.56 1.36 98.09 0.18 98.26 
32.35 5.05 5.27 10.01 0.04 0.61 0.00 0.24 0.30 0.00 1.76 1.56 1.36 1.56 98.09 0.18 98.27 
32.40 5.05 5.30 10.01 0.06 0.62 0.00 0.25 0.29 0.00 1.56 1.36 1.56 1.76 98.09 0.19 98.28 
32.45 5.06 5.33 10.01 0.07 0.63 0.00 0.26 0.27 0.00 1.56 1.76 1.56 1.36 98.09 0.20 98.29 
32.50 5.06 5.36 10.01 0.08 0.65 0.00 0.26 0.26 0.00 1.76 1.56 1.36 1.56 98.09 0.21 98.30 
32.55 5.07 5.40 10.01 0.10 0.66 0.00 0.27 0.24 0.00 1.56 1.36 1.56 1.76 98.09 0.22 98.31 
32.60 5.07 5.43 10.01 0.11 0.67 0.00 0.27 0.22 0.00 1.36 1.56 1.76 1.56 98.09 0.23 98.32 
32.65 5.08 5.47 10.01 0.12 0.68 0.00 0.28 0.21 -0.00 1.56 1.76 1.56 1.36 98.09 0.24 98.33 
32.70 5.09 5.50 10.01 0.14 0.69 0.00 0.29 0.20 -0.00 1.76 1.56 1.36 1.56 98.09 0.25 98.34 
32.75 5.09 5.54 10.01 0.15 0.70 0.00 0.29 0.18 -0.00 1.56 1.76 1.56 1.36 98.09 0.26 98.35 
32.80 5.10 5.57 10.01 0.17 0.71 0.00 0.29 0.17 -0.00 1.76 1.56 1.36 1.56 98.09 0.26 98.35 
32.85 5.11 5.61 10.01 0.18 0.72 0.00 0.29 0.15 -0.00 1.56 1.36 1.56 1.76 98.09 0.27 98.36 
32.90 5.12 5.64 10.01 0.20 0.72 0.00 0.30 0.14 -0.00 1.36 1.56 1.76 1.56 98.09 0.28 98.37 
32.95 5.13 5.68 10.01 0.21 0.73 0.00 0.30 0.12 -0.00 1.56 1.76 1.56 1.36 98.09 0.29 98.38 
33.00 5.15 5.72 10.01 0.23 0.73 0.00 0.30 0.11 -0.00 1.76 1.56 1.36 1.56 98.09 0.30 98.39 
33.05 5.16 5.75 10.01 0.24 0.74 -0.00 0.30 0.09 -0.04 1.45 1.46 1.66 1.65 98.09 0.30 98.39 
33.10 5.17 5.79 10.01 0.26 0.74 -0.00 0.31 0.08 0.02 1.56 1.76 1.56 1.36 98.09 0.31 98.40 
33.15 5.19 5.83 10.01 0.27 0.75 -0.00 0.31 0.07 0.00 1.76 1.56 1.36 1.56 98.09 0.32 98.41 
33.20 5.20 5.87 10.01 0.29 0.75 -0.00 0.31 0.05 0.01 1.56 1.36 1.56 1.76 98.09 0.32 98.41 
33.25 5.22 5.90 10.01 0.30 0.75 0.00 0.31 0.03 0.00 1.56 1.76 1.56 1.36 98.09 0.33 98.42 
33.30 5.23 5.94 10.01 0.32 0.75 0.00 0.30 0.02 0.00 1.76 1.56 1.36 1.56 98.09 0.33 98.42 
33.35 5.25 5.98 10.01 0.33 0.75 0.00 0.30 0.00 0.00 1.36 1.56 1.76 1.56 98.09 0.34 98.43 
33.40 5.27 6.02 10.01 0.35 0.75 0.00 0.30 -0.01 0.00 1.56 1.76 1.56 1.36 98.09 0.34 98.43 
33.45 5.29 6.05 10.01 0.36 0.75 0.00 0.30 -0.02 0.00 1.76 1.56 1.36 1.56 98.09 0.35 98.44 
33.50 5.30 6.09 10.01 0.38 0.75 0.00 0.29 -0.04 0.00 1.56 1.36 1.56 1.76 98.09 0.35 98.44 
33.55 5.32 6.13 10.01 0.39 0.74 0.00 0.29 -0.06 0.00 1.36 1.56 1.76 1.56 98.09 0.35 98.45 
33.60 5.35 6.17 10.01 0.41 0.74 0.00 0.29 -0.07 0.00 1.56 1.76 1.56 1.36 98.09 0.36 98.45 
33.65 5.37 6.20 10.01 0.42 0.74 0.00 0.28 -0.08 -0.00 1.56 1.76 1.56 1.36 98.09 0.36 98.45 
33.70 5.39 6.24 10.01 0.43 0.73 0.00 0.28 -0.09 -0.00 1.76 1.56 1.36 1.56 98.09 0.36 98.46 
33.75 5.41 6.28 10.01 0.45 0.73 0.00 0.27 -0.11 -0.00 1.56 1.36 1.56 1.76 98.09 0.36 98.46 
33.80 5.43 6.31 10.01 0.46 0.72 0.00 0.27 -0.12 -0.00 1.36 1.56 1.76 1.56 98.09 0.37 98.46 
33.85 5.46 6.35 10.01 0.47 0.71 0.00 0.26 -0.14 -0.00 1.56 1.76 1.56 1.36 98.09 0.37 98.46 
33.90 5.48 6.38 10.01 0.49 0.71 0.00 0.26 -0.15 -0.00 1.76 1.56 1.36 1.56 98.09 0.37 98.46 
33.95 5.51 6.42 10.01 0.50 0.70 0.00 0.25 -0.16 -0.00 1.36 1.56 1.76 1.56 98.09 0.37 98.46 
34.00 5.53 6.45 10.01 0.51 0.69 0.00 0.25 -0.17 -0.00 1.56 1.76 1.56 1.36 98.09 0.37 98.46 
34.05 5.56 6.48 10.01 0.52 0.68 0.00 0.24 -0.18 -0.00 1.76 1.56 1.36 1.56 98.09 0.37 98.46 
34.10 5.59 6.52 10.01 0.54 0.67 -0.00 0.23 -0.19 -0.04 1.46 1.46 1.66 1.66 98.09 0.37 98.46 
34.15 5.62 6.55 10.01 0.55 0.66 -0.00 0.22 -0.20 0.02 1.56 1.76 1.56 1.36 98.09 0.37 98.46 
34.20 5.64 6.58 10.01 0.56 0.65 -0.00 0.21 -0.21 0.00 1.76 1.56 1.36 1.56 98.09 0.37 98.46 
34.25 5.67 6.61 10.01 0.57 0.64 -0.00 0.20 -0.22 -0.02 1.53 1.39 1.59 1.73 98.09 0.37 98.46 
34.30 5.70 6.65 10.01 0.58 0.63 -0.00 0.19 -0.24 0.01 1.36 1.56 1.76 1.56 98.09 0.36 98.46 
34.35 5.73 6.68 10.01 0.59 0.62 -0.00 0.19 -0.24 0.01 1.56 1.76 1.56 1.36 98.09 0.36 98.45 
34.40 5.76 6.71 10.01 0.60 0.60 -0.00 0.18 -0.25 -0.03 1.66 1.46 1.46 1.66 98.09 0.36 98.45 
34.45 5.79 6.74 10.01 0.60 0.59 -0.00 0.17 -0.26 0.02 1.36 1.56 1.76 1.56 98.09 0.36 98.45 
34.50 5.82 6.76 10.01 0.61 0.58 -0.00 0.16 -0.27 0.01 1.56 1.76 1.56 1.36 98.09 0.35 98.44 
34.55 5.85 6.79 10.01 0.62 0.56 -0.00 0.15 -0.28 -0.01 1.74 1.58 1.38 1.54 98.09 0.35 98.44 
34.60 5.89 6.82 10.01 0.63 0.55 -0.00 0.14 -0.29 0.01 1.36 1.56 1.76 1.56 98.09 0.35 98.43 
34.65 5.92 6.85 10.01 0.63 0.53 -0.00 0.13 -0.29 0.01 1.56 1.76 1.56 1.36 98.09 0.34 98.43 
34.70 5.95 6.87 10.01 0.64 0.52 0.00 0.12 -0.30 0.01 1.76 1.56 1.36 1.56 98.09 0.34 98.43 
34.75 5.98 6.90 10.01 0.65 0.50 0.00 0.11 -0.30 0.00 1.56 1.36 1.56 1.76 98.09 0.34 98.42 
34.80 6.01 6.92 10.01 0.65 0.49 0.00 0.10 -0.31 0.00 1.36 1.56 1.76 1.56 98.09 0.33 98.42 
34.85 6.05 6.94 10.01 0.66 0.47 0.00 0.09 -0.32 0.00 1.56 1.76 1.56 1.36 98.09 0.33 98.41 
34.90 6.08 6.97 10.01 0.66 0.46 0.00 0.08 -0.32 0.00 1.56 1.36 1.56 1.76 98.09 0.32 98.41 
34.95 6.11 6.99 10.01 0.66 0.44 0.00 0.07 -0.33 0.00 1.36 1.56 1.76 1.56 98.09 0.32 98.41 
35.00 6.15 7.01 10.01 0.67 0.42 0.00 0.07 -0.33 0.00 1.56 1.76 1.56 1.36 98.09 0.31 98.40 
35.05 6.18 7.03 10.01 0.67 0.41 0.00 0.06 -0.33 -0.00 1.56 1.76 1.56 1.36 98.09 0.31 98.40 
35.10 6.21 7.05 10.01 0.67 0.39 0.00 0.04 -0.33 -0.00 1.76 1.56 1.36 1.56 98.09 0.30 98.39 
35.15 6.25 7.07 10.01 0.67 0.37 0.00 0.03 -0.34 -0.00 1.56 1.36 1.56 1.76 98.09 0.30 98.39 
35.20 6.28 7.08 10.01 0.67 0.36 0.00 0.02 -0.34 -0.00 1.36 1.56 1.76 1.56 98.09 0.29 98.38 
35.25 6.32 7.10 10.01 0.67 0.34 0.00 0.01 -0.34 -0.00 1.56 1.76 1.56 1.36 98.09 0.29 98.38 
35.30 6.35 7.11 10.01 0.67 0.32 0.00 0.00 -0.34 -0.00 1.56 1.36 1.56 1.76 98.09 0.28 98.37 
35.35 6.38 7.13 10.01 0.67 0.31 0.00 -0.01 -0.35 -0.00 1.36 1.56 1.76 1.56 98.09 0.27 98.37 
35.40 6.42 7.14 10.01 0.67 0.29 0.00 -0.01 -0.35 -0.00 1.56 1.76 1.56 1.36 98.09 0.27 98.36 
35.45 6.45 7.16 10.01 0.67 0.27 -0.00 -0.02 -0.34 -0.03 1.61 1.71 1.51 1.41 98.09 0.26 98.35 
35.50 6.48 7.17 10.01 0.67 0.25 -0.00 -0.03 -0.34 0.01 1.76 1.56 1.36 1.56 98.09 0.26 98.35 
35.55 6.52 7.18 10.01 0.67 0.24 -0.00 -0.05 -0.34 0.00 1.56 1.36 1.56 1.76 98.09 0.25 98.34 
35.60 6.55 7.19 10.01 0.67 0.22 -0.00 -0.06 -0.34 0.00 1.36 1.56 1.76 1.56 98.09 0.25 98.34 
35.65 6.58 7.20 10.01 0.66 0.20 -0.00 -0.06 -0.34 0.00 1.56 1.76 1.56 1.36 98.09 0.24 98.33 
35.70 6.62 7.21 10.01 0.66 0.19 0.00 -0.08 -0.34 0.00 1.56 1.36 1.56 1.76 98.09 0.23 98.33 
35.75 6.65 7.22 10.01 0.65 0.17 0.00 -0.08 -0.34 0.00 1.36 1.56 1.76 1.56 98.09 0.23 98.32 
35.80 6.68 7.22 10.01 0.65 0.15 0.00 -0.09 -0.34 0.00 1.56 1.76 1.56 1.36 98.09 0.22 98.31 
35.85 6.71 7.23 10.01 0.65 0.13 0.00 -0.10 -0.33 0.00 1.76 1.56 1.36 1.56 98.09 0.22 98.31 
35.90 6.75 7.24 10.01 0.64 0.12 0.00 -0.11 -0.33 0.00 1.36 1.56 1.76 1.56 98.09 0.21 98.30 
35.95 6.78 7.24 10.01 0.63 0.10 0.00 -0.12 -0.33 0.00 1.56 1.76 1.56 1.36 98.09 0.21 98.30 
36.00 6.81 7.24 10.01 0.63 0.09 0.00 -0.13 -0.32 0.00 1.76 1.56 1.36 1.56 98.09 0.20 98.29 
36.05 6.84 7.25 10.01 0.62 0.07 0.00 -0.14 -0.32 -0.00 1.56 1.36 1.56 1.76 98.09 0.19 98.29 
36.10 6.87 7.25 10.01 0.61 0.05 0.00 -0.15 -0.31 -0.00 1.36 1.56 1.76 1.56 98.09 0.19 98.28 
36.15 6.90 7.25 10.01 0.60 0.04 -0.00 -0.16 -0.31 -0.04 1.44 1.64 1.68 1.48 98.09 0.18 98.27 
36.20 6.93 7.25 10.01 0.60 0.02 -0.00 -0.17 -0.30 0.02 1.76 1.56 1.36 1.56 98.09 0.18 98.27 
36.25 6.96 7.25 10.01 0.59 0.01 -0.00 -0.18 -0.30 0.01 1.56 1.36 1.56 1.76 98.09 0.17 98.26 
36.30 6.99 7.25 10.01 0.58 -0.01 -0.00 -0.19 -0.30 0.01 1.36 1.56 1.76 1.56 98.09 0.17 98.26 
36.35 7.01 7.25 10.01 0.57 -0.02 -0.00 -0.19 -0.29 0.00 1.36 1.56 1.76 1.56 98.09 0.16 98.25 
36.40 7.04 7.25 10.01 0.56 -0.03 -0.00 -0.20 -0.29 0.00 1.56 1.76 1.56 1.36 98.09 0.16 98.25 
36.45 7.07 7.25 10.01 0.55 -0.05 0.00 -0.21 -0.28 0.00 1.76 1.56 1.36 1.56 98.09 0.15 98.24 
36.50 7.10 7.24 10.01 0.54 -0.06 0.00 -0.22 -0.27 0.00 1.56 1.36 1.56 1.76 98.09 0.15 98.24 
36.55 7.12 7.24 10.01 0.53 -0.08 0.00 -0.22 -0.27 0.00 1.36 1.56 1.76 1.56 98.09 0.14 98.23 
36.60 7.15 7.23 10.01 0.51 -0.09 0.00 -0.22 -0.26 0.00 1.56 1.76 1.56 1.36 98.09 0.14 98.23 
36.65 7.17 7.23 10.01 0.50 -0.10 0.00 -0.23 -0.25 0.00 1.56 1.36 1.56 1.76 98.09 0.13 98.22 
36.70 7.20 7.22 10.01 0.49 -0.11 0.00 -0.24 -0.25 0.00 1.36 1.56 1.76 1.56 98.09 0.13 98.22 
36.75 7.22 7.22 10.01 0.48 -0.13 0.00 -0.24 -0.24 0.00 1.56 1.76 1.56 1.36 98.09 0.12 98.21 
36.80 7.24 7.21 10.01 0.47 -0.14 0.00 -0.24 -0.23 0.00 1.76 1.56 1.36 1.56 98.09 0.12 98.21 
36.85 7.27 7.20 10.01 0.45 -0.15 0.00 -0.25 -0.22 -0.00 1.56 1.36 1.56 1.76 98.09 0.11 98.21 
36.90 7.29 7.19 10.01 0.44 -0.16 0.00 -0.26 -0.22 -0.00 1.36 1.56 1.76 1.56 98.09 0.11 98.20 
36.95 7.31 7.18 10.01 0.43 -0.17 0.00 -0.26 -0.21 -0.00 1.56 1.76 1.56 1.36 98.09 0.11 98.20 
37.00 7.33 7.17 10.01 0.42 -0.18 0.00 -0.26 -0.20 -0.00 1.76 1.56 1.36 1.56 98.09 0.10 98.19 
37.05 7.35 7.17 10.01 0.40 -0.19 0.00 -0.27 -0.19 -0.00 1.56 1.36 1.56 1.76 98.09 0.10 98.19 
37.10 7.37 7.16 10.01 0.39 -0.20 0.00 -0.27 -0.18 -0.00 1.36 1.56 1.76 1.56 98.09 0.09 98.19 
37.15 7.39 7.14 10.01 0.37 -0.21 0.00 -0.28 -0.18 -0.00 1.56 1.76 1.56 1.36 98.09 0.09 98.18 
37.20 7.40 7.13 10.01 0.36 -0.21 0.00 -0.28 -0.16 -0.00 1.56 1.36 1.56 1.76 98.09 0.09 98.18 
37.25 7.42 7.12 10.01 0.35 -0.22 0.00 -0.28 -0.16 -0.00 1.36 1.56 1.76 1.56 98.09 0.08 98.18 
37.30 7.44 7.11 10.01 0.33 -0.23 0.00 -0.28 -0.15 -0.00 1.56 1.76 1.56 1.36 98.09 0.08 98.17 
37.35 7.45 7.10 10.01 0.32 -0.24 0.00 -0.29 -0.13 -0.00 1.76 1.56 1.36 1.56 98.09 0.08 98.17 
37.40 7.47 7.09 10.01 0.30 -0.24 0.00 -0.29 -0.13 -0.00 1.56 1.36 1.56 1.76 98.09 0.08 98.17 
37.45 7.48 7.07 10.01 0.29 -0.25 0.00 -0.29 -0.12 -0.00 1.36 1.56 1.76 1.56 98.09 0.07 98.17 
37.50 7.49 7.06 10.01 0.27 -0.25 0.00 -0.29 -0.11 -0.00 1.76 1.56 1.36 1.56 98.09 0.07 98.16 
37.55 7.51 7.05 10.01 0.26 -0.26 0.00 -0.30 -0.10 -0.00 1.56 1.36 1.56 1.76 98.09 0.07 98.16 
37.60 7.52 7.03 10.01 0.24 -0.26 0.00 -0.30 -0.10 -0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.16 
37.65 7.53 7.02 10.01 0.23 -0.27 0.00 -0.30 -0.09 -0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.16 
37.70 7.54 7.01 10.01 0.21 -0.27 0.00 -0.30 -0.08 -0.00 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
37.75 7.55 6.99 10.01 0.20 -0.28 0.00 -0.30 -0.07 -0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.15 
37.80 7.56 6.98 10.01 0.18 -0.28 0.00 -0.29 -0.06 0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.15 
37.85 7.57 6.97 10.01 0.17 -0.28 0.00 -0.29 -0.05 -0.00 1.76 1.56 1.36 1.56 98.09 0.05 98.15 
37.90 7.57 6.95 10.01 0.15 -0.28 0.00 -0.29 -0.04 -0.00 1.56 1.36 1.56 1.76 98.09 0.05 98.15 
37.95 7.58 6.94 10.01 0.14 -0.28 0.00 -0.29 -0.03 -0.00 1.36 1.56 1.76 1.56 98.09 0.05 98.14 
38.00 7.59 6.92 10.01 0.13 -0.29 0.00 -0.29 -0.02 0.00 1.76 1.56 1.36 1.56 98.09 0.05 98.14 
38.05 7.59 6.91 10.01 0.11 -0.29 0.00 -0.29 -0.01 -0.00 1.56 1.36 1.56 1.76 98.09 0.05 98.14 
38.10 7.60 6.89 10.01 0.10 -0.29 0.00 -0.29 -0.01 0.00 1.36 1.56 1.76 1.56 98.09 0.05 98.14 
38.15 7.60 6.88 10.01 0.08 -0.29 0.00 -0.28 0.00 0.00 1.56 1.76 1.56 1.36 98.09 0.04 98.14 
38.20 7.60 6.86 10.01 0.07 -0.29 0.00 -0.28 0.01 0.00 1.76 1.56 1.36 1.56 98.09 0.04 98.14 
38.25 7.61 6.85 10.01 0.06 -0.29 0.00 -0.28 0.02 -0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.14 
38.30 7.61 6.84 10.01 0.04 -0.28 0.00 -0.27 0.02 -0.00 1.36 1.56 1.76 1.56 98.09 0.04 98.14 
38.35 7.61 6.82 10.01 0.03 -0.28 -0.00 -0.27 0.03 -0.03 1.70 1.62 1.42 1.50 98.09 0.04 98.13 
38.40 7.61 6.81 10.01 0.01 -0.28 -0.00 -0.27 0.04 0.01 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
38.45 7.61 6.79 10.01 0.00 -0.28 -0.00 -0.26 0.04 0.00 1.36 1.56 1.76 1.56 98.09 0.04 98.13 
38.50 7.61 6.78 10.01 -0.01 -0.28 -0.00 -0.25 0.05 0.00 1.56 1.76 1.56 1.36 98.09 0.04 98.13 
38.55 7.61 6.77 10.01 -0.02 -0.27 -0.00 -0.25 0.06 0.00 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
38.60 7.60 6.75 10.01 -0.04 -0.27 0.00 -0.25 0.07 0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
38.65 7.60 6.74 10.01 -0.05 -0.27 0.00 -0.24 0.07 0.00 1.36 1.56 1.76 1.56 98.09 0.04 98.13 
38.70 7.60 6.73 10.01 -0.06 -0.26 0.00 -0.23 0.08 0.00 1.56 1.76 1.56 1.36 98.09 0.04 98.13 
38.75 7.59 6.72 10.01 -0.07 -0.26 0.00 -0.23 0.09 0.00 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
38.80 7.59 6.70 10.01 -0.08 -0.25 0.00 -0.23 0.10 0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
38.85 7.59 6.69 10.01 -0.09 -0.25 0.00 -0.22 0.10 0.00 1.36 1.56 1.76 1.56 98.09 0.03 98.13 
